OBJECTID,REFNUM,SignificantName,OtherName,Location,StreetIndex,County,Architect,Builder,BeginYear,EndYear,SurveyType,SurveyDate,PIN,GlobalID,x,y,Reference Number,Url_img,Item ID,URL
62634,210362,"Parish, Mrs. Kate B., House","Parish, W. F., House",4828 South Kimbark,"Kimbark, S",Cook,"Sprague, Henry H.", ,1890,1890,National Register Application,Nov-77,,a517e6c6-5c5d-457b-9a52-a6459ee9ff00,-9751065.63,5132159.209299997,,,,
62635,210363,"Edwards, E. Junuis, House", ,4847 South Kimbark,"Kimbark, S",Cook,, ,1890,1890,National Register Application,Nov-77,,c0fcced5-a3b9-4888-a7b3-663d64a5a590,-9751063.757,5132111.412699996,,,,
62636,210364,"Woodruff, C. E., House", ,4857 South Kimbark,"Kimbark, S",Cook,, ,1889,1889,National Register Application,Nov-77,,2e40748d-9cd5-4dfc-91fa-ad71792e91b9,-9751062.675,5132084.629399995,,,,
62637,210366,"Wilkinson, W. Cleaver, House", ,5630 South Woodlawn,"Woodlawn, S",Cook,"Cobb, Henry Ives", ,1896,1896,National Register Application,Nov-77,,e51f983d-e833-4439-b4c2-4d11f09270f8,-9751202.725,5129973.288999999,,,,
62638,210367,Cable Car Depot, ,5501 Lake Park Ave,Lake Park,Cook, , ,1887,1887,National Register Application,Nov-77,,46a13781-28e6-4f81-92e0-f7da3ad27174,-9750212.954,5130336.885399997,,,,
62707,209895, , ,531 N. Ridgeland,"Ridgeland, N",Cook, , ,,,National Register Application,3/27/73,,5f132be0-adfc-4b24-a1f1-15b13acc6018,-9764932.785,5144590.264200003,,,,
62911,210160,Commonwealth Edison Harper Avenue Substation, ,5611 South Harper,"Harper, S",Cook, , ,,,National Register Application,Nov-77,,f484c1e5-416e-48c9-93c7-4583f089c0b1,-9750374.965,5130042.288299999,,,,
62912,210176,"Goodspeed, Thomas Wakefield, House", ,5630 South Kimbark,"Kimbark, S",Cook, , ,,,National Register Application,Nov-77,,e63b31e6-7c4a-442c-8be5-248064c875b4,-9751024.34,5129973.240500001,,,,
62913,210177, , ,5757 South Kimbark,"Kimbark, S",Cook, , ,,,National Register Application,Nov-77,,373ec1bc-8547-4047-ba66-2ad0d2b4069e,-9751024.42,5129635.721699997,,,,
62914,210214,Old Congregation K.A.M.,Operation Push Headquarters,930 East 50th Street,"50th, E",Cook, , ,,,National Register Application,Nov-77,,0c0b22ec-3ef8-4050-bae8-265821ebe54e,-9751965.383,5131673.774400002,,,,
62921,210644,Building at 1340 Berwyn Ave.,,1340 Berwyn Ave.,Berwyn,Cook,"Brandt, Berkley", ,1906,1906,National Register Application,5/1/98,,31d78612-4d3b-49af-a236-ff6fdd4967ba,-9758707.965,5157734.8325999975,,,,
62981,210609,"Dewes, August, House", ,509 W. Wrightwood,"Wrightwood, W",Cook,Cudell & Hercz, ,1894,1896,National Register Application,Jul-69,,3738d608-a186-4c24-98d9-371f84fc921b,-9756253.916,5150613.434799995,,,,
62982,210611,Brewster Apartments, ,500 W. Diversey,"Diversey, W",Cook,"Turnock, Enoch Hill", ,1893,1893,National Register Application,Jul-69,,473d17b8-ff6a-45c0-a4b4-5cd9b14e3d6c,-9756204.161,5150937.837199996,,,,
62983,210617,"Hill, D. O., House", ,448 W. Barry,"Barry, W",Cook,"Perkins, Frederick W.", ,1904,1904,National Register Application,Jul-69,,c43419c8-a25d-4e22-ae9f-dffc40b90815,-9756144.235,5151680.295299997,,,,
62984,210619,Building at 2930 N. Burling, ,2930 N. Burling,"Burling, N",Cook, , ,1871,1871,National Register Application,Jul-69,,b1862932-0d77-4c99-af4a-f1bb65db6de8,-9756950.708,5151205.976000003,,,,
62985,210631,705 Belmont, ,705 Belmont,Belmont,Cook, , ,1895,1895,National Register Application,Mar-82,,0a9a2f55-cdd3-427e-a6d0-533d3772a55e,-9756839.748,5152015.474399999,,,,
62986,210632,Belmar Apartment Hotel, ,711 Belmont,Belmont,Cook,"Olson, Paul F.", ,1926,1926,National Register Application,Mar-82,,29e488cd-307f-4104-97ca-cfb5032dd37b,-9756854.956,5152015.373400003,,,,
62987,210634,Belmont Hotel, ,721 Belmont,Belmont,Cook,"Himelblau, Abraham L.", ,1923,1923,National Register Application,Mar-82,,354aea74-8b3a-4988-96e6-1eb3caf1e817,-9756880.434,5152015.482500001,,,,
62988,210636,Building at 737 Belmont, ,737 Belmont,Belmont,Cook, , ,1890,1890,National Register Application,Mar-82,,52ec7dd0-ad4d-408d-809b-b2a021d08420,-9756920.708,5152015.482100001,,,,
62989,210638,Building at 3171 Halsted, ,3171 Halsted,Halsted,Cook, , ,1912,1912,National Register Application,Mar-82,,07c3d4db-3e53-41d5-b5a7-668b8b1cf0da,-9757082.316,5151949.898999996,,,,
62995,210646,Building at 1221 Catalpa Ave., ,1221 Catalpa Ave.,Catalpa,Cook, , ,1910,1910,National Register Application,5/1/98,,4322b3f3-2e1a-4248-bf06-393441a4e210,-9758400.123,5158278.355699999,,,,
62997,210648,Building at 1318 Catalpa Ave., ,1318 Catalpa Ave.,Catalpa,Cook, , ,1920,1920,National Register Application,5/1/98,,df6c5883-abee-458f-88a4-cfaf52b872b1,-9758651.359,5158279.3272999935,,,,
63001,210653,Building at 5202 Lakewood Ave., ,5202 Lakewood Ave.,Lakewood,Cook, , ,1900,1900,National Register Application,5/1/98,,ee84e980-060c-4c4f-9417-73135c7c23cd,-9758562.321,5157473.512,,,,
63003,210655,Building at 5206 Lakewood Ave., ,5206 Lakewood Ave.,Lakewood,Cook, , ,1903,1903,National Register Application,5/1/98,,1471687b-9814-4884-a6c4-e4ba74e25913,-9758562.105,5157484.239200004,,,,
63004,210656,Building at 5207 Lakewood Ave., ,5207 Lakewood Ave.,Lakewood,Cook, , ,1907,1907,National Register Application,5/1/98,,1121377b-3def-47fa-b0d7-3fe5e79e74c8,-9758562.105,5157484.239200004,,,,
63005,210657,Building at 5209 Lakewood Ave., ,5209 Lakewood Ave.,Lakewood,Cook, , ,1907,1907,National Register Application,5/1/98,,a6c3a79f-ac65-4163-98e4-4f8d5b59d055,-9758562.408,5157489.610999999,,,,
63006,210658,Building at 5210 Lakewood Ave., ,5210 Lakewood Ave.,Lakewood,Cook, , ,1922,1922,National Register Application,5/1/98,,3a5cf0c2-1ce0-4827-8723-bbbbd51a6a7f,-9758562.3,5157494.974399996,,,,
63012,210664,Building at 5223 Lakewood Ave., ,5223 Lakewood Ave.,Lakewood,Cook,"Buck, Niels", ,1899,1899,Property Tax Assessment Freeze,11/1/00,,2a06def0-19f6-4669-a0e3-b8b06ba88916,-9758562.473,5157527.170199994,,,,
63014,210666,Building at 5227 Lakewood Ave., ,5227 Lakewood Ave.,Lakewood,Cook,"Buck, Niels", ,1899,1899,National Register Application,5/1/98,,084e00e8-8066-465c-8621-c03bf02b4806,-9758562.257,5157537.895499996,,,,
63019,210671,Building at 5241 Lakewood Ave., ,5241 Lakewood Ave.,Lakewood,Cook, , ,1900,1900,National Register Application,5/1/98,,bdef3bee-d089-40df-887e-c34fc50ffe1f,-9758562.322,5157575.454899995,,,,
63021,210673,Building at 5249 Lakewood Ave., ,5249 Lakewood Ave.,Lakewood,Cook,"Buck, Niels", ,1899,1902,National Register Application,5/1/98,,af5d91ec-59b8-48b9-8dbb-419a4a154673,-9758562.303,5157596.915599999,,,,
63023,210675,Building at 5255 Lakewood Ave., ,5255 Lakewood Ave.,Lakewood,Cook,"Almquist, Carl M.", ,1910,1910,National Register Application,5/1/98,,0b3d48e7-353e-49be-9ed4-b1d4ee3752ad,-9758562.389,5157613.014399999,,,,
63025,210677,Building at 5302 Lakewood Ave., ,5302 Lakewood Ave.,Lakewood,Cook, , ,1904,1904,National Register Application,5/1/98,,efb7519d-5dbe-4ec4-9e13-82547e11a2c4,-9758562.213,5157744.258599996,,,,
63026,210678,Building at 5307 Lakewood Ave., ,5307 Lakewood Ave.,Lakewood,Cook, , ,1905,1905,National Register Application,5/1/98,,546711f9-9a0c-4adc-941d-4c8e304ee3ca,-9758562.407,5157754.992399996,,,,
63029,210681,Building at 5313 Lakewood Ave., ,5313 Lakewood Ave.,Lakewood,Cook, ,"Johnson, Robert",1903,1903,National Register Application,5/1/98,,396041e1-ad4c-4475-ab9b-b03d62faa72b,-9758562.091,5157770.670900002,,,,
63030,210682,Building at 5314 Lakewood Ave., ,5314 Lakewood Ave.,Lakewood,Cook, , ,1900,1900,National Register Application,5/1/98,,263d8632-35a1-44a0-9d7a-e4fabec2c99c,-9758562.394,5157776.041100001,,,,
63031,210683,Building at 5318 Lakewood Ave., ,5318 Lakewod Ave.,Lakewood,Cook, , ,1901,1901,National Register Application,5/1/98,,ca8ca77b-54c5-4d53-95b4-6ce6d415c79f,-9758562.178,5157786.768,,,,
63034,210686,Building at 5322 Lakewood Ave., ,5322 Lakewood Ave.,Lakewood,Cook, , ,1893,1893,National Register Application,5/1/98,,a3197bce-2801-4e82-9bf2-2f6c90a6c734,-9758562.381,5157797.092,,,,
63035,210687,Building at 5324 Lakewood Ave., ,5324 Lakewood Ave.,Lakewood,Cook,Schock & Swanson, ,1910,1910,National Register Application,5/1/98,,7a7cdb08-2be7-4f80-8db1-653b54159a83,-9758562.265,5157802.867499999,,,,
63036,210688,Building at 5325 Lakewood Ave., ,5325 Lakewood Ave.,Lakewood,Cook, , ,1912,1912,National Register Application,5/1/98,,d974e6af-2ac0-495a-b918-1c18150e5a39,-9758562.265,5157802.867499999,,,,
63037,210689,Building at 5329 Lakewood Ave., ,5329 Lakewood Ave.,Lakewood,Cook, , ,1920,1920,National Register Application,5/1/98,,16a16b52-0830-41fb-83ce-4d76f073dc57,-9758562.468,5157813.189099994,,,,
63041,210694,Building at 5340 Lakewood Ave., ,5340 Lakewood Ave.,Lakewood,Cook, , ,1895,1895,National Register Application,5/1/98,,16008938-adec-43b5-b6fb-98c0b5e03dda,-9758562.238,5157844.965,,,,
63043,210696,Building at 5344 Lakewood Ave., ,5344 Lakewood Ave.,,Cook,"Stanhope, Leon E.", ,1895,1895,National Register Application,5/1/98,,c2c25e42-183e-44b6-8ca3-db6a3ba4459c,-9758562.433,5157855.700799996,,,,
63044,210697,Building at 5347 Lakewood Ave., ,5347 Lakewood Ave.,Lakewood,Cook, , ,1910,1910,National Register Application,5/1/98,,f8d59671-f2f2-4d74-9c23-e981f416f6eb,-9758562.325,5157861.062799996,,,,
63046,210699,Building at 5352 Lakewood, ,5352 Lakewood Ave.,Lakewood,Cook, , ,1893,1893,National Register Application,5/1/98,,be1383ac-0df4-41bf-8035-fa067d08d612,-9758562.413,5157877.162100002,,,,
63047,210700,Building at 5353 Lakewood Ave., ,5353 Lakewood Ave.,Lakewood,Cook, , ,1895,1895,National Register Application,5/1/98,,1778f6f7-d68f-48b0-9fb3-7e6f7c5ac879,-9758562.413,5157877.162100002,,,,
63048,210701,Building at 5356 Lakewood Ave., ,5356 Lakewood Ave.,Lakewood,Cook, , ,1906,1906,National Register Application,5/1/98,,a8764cff-2eff-4b4d-8e59-8950e9a2d1ef,-9758562.206,5157887.475,,,,
63049,210702,Building at 5357 Lakewood Ave., ,5357 Lakewood Ave.,Lakewood,Cook, , ,1908,1908,National Register Application,5/1/98,,5a72a336-d3e9-4383-8277-3ca1c4e5c146,-9758562.206,5157887.475,,,,
63050,210703,Building at 5400 Lakewood Ave., ,5400 Lakewood Ave.,Lakewood,Cook, , ,1912,1912,National Register Application,5/1/98,,618d67d1-5559-4c3c-b0e0-cf88c6812a9f,-9758562.252,5158007.583199999,,,,
63052,210705,Building at 5406 Lakewood Ave., ,5406 Lakewood Ave.,Lakewood,Cook, , ,1902,1902,National Register Application,5/1/98,,ceb397ea-9057-41c9-b275-22e904d23539,-9758563.145,5158024.524099996,,,,
63054,210707,Building at 5409 Lakewood Ave., ,5409 Lakewood Ave.,Lakewood,Cook, , ,1905,1905,National Register Application,5/1/98,,12a5a0ab-62dd-4aff-a609-b8462eb76934,-9758563.439,5158030.308499996,,,,
63061,210714,Building at 5423 Lakewood Ave., ,5423 Lakewood Ave.,Lakewood,Cook, , ,1899,1899,National Register Application,1/20/00,,c584b0f4-259f-48ef-bd33-2252d28466b0,-9758564.706,5158069.5441000005,,,,
63062,210715,Building at 5426 Lakewood Ave., ,5426 Lakewood Ave.,Lakewood,Cook, , ,1893,1893,National Register Application,5/1/98,,5b3912d5-440a-488a-b8cc-90ae5ad2bf50,-9758565.303,5158080.700699996,,,,
63066,210719,Building at 5434 Lakewood Ave., ,5434 Lakewood Ave.,Lakewood,Cook, , ,1904,1904,National Register Application,5/1/98,,5c42f455-8eaf-4069-a6e6-7d3c68dc7e9e,-9758566.078,5158103.417799999,,,,
63068,210721,Building at 5438 Lakewood Ave., ,5438 Lakewood Ave.,Lakewood,Cook, , ,1902,1902,National Register Application,5/1/98,,249b126d-1ea4-4ce7-8967-eb9e82409015,-9758566.258,5158114.978399996,,,,
63070,210723,Building at 5443 Lakewood Ave., ,5443 Lakewood Ave.,Lakewood,Cook, , ,1900,1900,National Register Application,5/1/98,,d1bca19a-afba-4485-86d2-76ee0a9e7a39,-9758566.855,5158126.134999995,,,,
63071,210724,Building at 5444 Lakewood Ave., ,5444 Lakewood Ave.,Lakewood,Cook, , ,1894,1894,National Register Application,5/1/98,,f4386d4a-0b46-4db9-a41d-64e9e21e57cc,-9758567.149,5158131.919399996,,,,
63072,210725,Building at 5447 Lakewood Ave., ,5447 Lakewood Ave.,Lakewood,Cook, , ,1908,1908,Property Tax Assessment Freeze,1/27/00,,e1a9dd9b-764d-4c02-8e21-b3112e8703df,-9758567.452,5158137.289899993,,,,
63075,210728,Building at 5456 Lakewood Ave., ,5456 Lakewood Ave.,Lakewood,Cook, , ,1900,1900,National Register Application,5/1/98,,1b50a899-0801-4559-9132-8953b833c4a6,-9758568.532,5158165.379299996,,,,
63076,210729,Building at 5459 Lakewood Ave., ,5459 Lakewood Ave.,Lakewood,Cook, , ,1910,1910,Property Tax Assessment Freeze,7/24/00,,6795775c-748f-4baa-a95b-3e924e37bdd3,-9758568.416,5158171.155399999,,,,
63080,210759,Building at 5211 Magnolia Ave., ,5211 magnolia Ave.,Magnolia,Cook, , ,1905,1905,National Register Application,5/1/98,,ed2edae1-b797-4de3-97ad-560917da185c,-9758428.66,5157495.150200003,,,,
63084,210763,Building at 5217 Magnolia Ave., ,5217 Magnolia Ave.,Magnolia,Cook, , ,1905,1905,National Register Application,5/1/98,,9d89bdaa-bb1c-489a-9f2b-771e33036f52,-9758428.746,5157511.2471999945,,,,
63087,210766,Building at 5223 Magnolia Ave., ,5223 Magnolia Ave.,Magnolia,Cook, , ,1908,1908,National Register Application,5/1/98,,2b0b55d8-f514-409e-be96-0162df7000ad,-9758428.841,5157526.932,,,,
63097,210776,Building at 5241 Magnolia Ave., ,5241 Magnolia Ave.,Magnolia,Cook, , ,1916,1916,National Register Application,5/1/98,,4347df31-4dea-4c4a-b9eb-dbcb705a9a3a,-9758428.691,5157575.218299999,,,,
63102,210784,Building at 5255 Magnolia Ave., ,5255 Magnolia Ave.,Magnolia,Cook, , ,1908,1908,National Register Application,5/1/98,,24783997-513f-4d36-91fc-877198f5e550,-9758428.756,5157612.777900003,,,,
63105,210788,Building at 5306 (5304) Magnolia Ave., ,5306 Magnolia Ave.,Magnolia,Cook, , ,1905,1905,National Register Application,5/1/98,,c705ef09-2ae6-4a94-aed2-847524b40d57,-9758428.747,5157755.994499995,,,,
63106,210789,Building at 5307 Magnolia Ave., ,5307 Magnolia Ave.,Magnolia,Cook, , ,1901,1901,National Register Application,5/1/98,,1d7a839a-1afb-4262-b79d-8f74717f1b2b,-9758428.747,5157755.994499995,,,,
63107,210791,Building at 5311 Magnolia Ave., ,5311 Magnolia Ave.,Magnolia,Cook, , ,1903,1903,Property Tax Assessment Freeze,12/17/01,,cf308869-2c02-4590-928a-98dc69ba7551,-9758428.522,5157767.132299996,,,,
63108,210792,Building at 5314 Magnolia Ave., ,5314 Magnolia Ave.,Magnolia,Cook, , ,1916,1916,National Register Application,5/1/98,,f6a959eb-369f-4be8-96c2-023656e65b45,-9758428.709,5157778.280199994,,,,
63109,210793,Building at 5315 Magnolia Ave., ,5315 Magnolia Ave.,Magnolia,Cook, , ,1903,1903,National Register Application,5/1/98,,e4085e57-7273-4166-986d-fc98ccca53a0,-9758428.709,5157778.280199994,,,,
63110,210794,Building at 5317 Magnolia Ave., ,5317 Magnolia Ave.,Magnolia,Cook, , ,1907,1907,National Register Application,5/1/98,,1ed9a3cc-8e54-4747-b7fc-502c9b2f1525,-9758428.592,5157784.056100003,,,,
63111,210795,Building at 5318 Magnolia Ave., ,5318 Magnolia Ave.,Magnolia,Cook, , ,1897,1897,National Register Application,5/1/98,,48adc1e9-a710-4943-b0d1-9bd004a8b86f,-9758428.484,5157789.419699996,,,,
63112,210796,Building at 5321 Magnolia Ave.,,5321 Magnolia Ave.,Magnolia,Cook, , ,1901,1901,National Register Application,5/1/98,,fecbd122-503f-42c6-b4f9-4293e54e5fd3,-9758428.778,5157795.203999998,,,,
63114,210798,Building at 5326 Magnolia Ave., ,5326 Magnolia Ave.,Magnolia,Cook, , ,1895,1895,National Register Application,5/1/98,,549ca62d-69b0-490a-82fc-2f425c811673,-9758428.857,5157811.713799999,,,,
63115,210799,Building at 5330 Magnolia Ave., ,5330 Magnolia Ave.,Magnolia,Cook, , ,1908,1908,National Register Application,5/1/98,,b839252f-999b-4a67-b145-55a0e9e60ad9,-9758428.624,5157823.266,,,,
63116,210800,Building at 5331 Magnolia Ave., ,5331 Magnolia Ave.,Magnolia,Cook, , ,1895,1895,National Register Application,5/1/98,,f718d3c9-13ba-4f4e-877b-a3e6308b9960,-9758428.624,5157823.266,,,,
63117,210801,Building at 5334 Magnolia Ave., ,5334 Magnolia Ave.,Magnolia,Cook, , ,1908,1908,National Register Application,5/1/98,,57c19633-cca6-4687-a0c4-20a382b2a8cc,-9758428.812,5157834.414,,,,
63120,210804,Building at 5341 Magnolia Ave., ,5341 Magnolia Ave.,Magnolia,Cook, , ,1910,1910,National Register Application,5/1/98,,ff6f759e-a940-4c16-8fc5-4507229f1d42,-9758428.89,5157850.925300001,,,,
63121,210805,Building at 5344 Magnolia Ave., ,5344 Magnolia Ave.,Magnolia,Cook,"Newhouse, Henry L.", ,1913,1913,National Register Application,5/1/98,,6f784144-23af-4c9e-af80-790b4f68843c,-9758428.657,5157862.477200001,,,,
63122,210806,Building at 5345 Magnolia Ave., ,5345 Magnolia Ave.,Magnolia,Cook, , ,1914,1914,National Register Application,5/1/98,,1d1d2031-745b-43aa-b043-881dfa7ecc9f,-9758428.657,5157862.477200001,,,,
63123,210807,Building at 5348 Magnolia Ave., ,5348 Magnolia Ave.,Magnolia,Cook, , ,1903,1903,National Register Application,5/1/98,,a3182efc-d70d-4f90-950a-cea65127a520,-9758428.843,5157873.625200001,,,,
63124,210809,Building at 5352 Magnolia Ave., ,5352 Magnolia Ave.,Magnolia,Cook, , ,1898,1898,National Register Application,5/1/98,,de5e1f81-d3ab-4a48-8088-3c8a7ce71236,-9758428.618,5157884.763099998,,,,
63125,210810,Building at 5356 Magnolia Ave., ,5356 Magnolia Ave.,Magnolia,Cook,"Maher, George W.", ,1904,1904,National Register Application,5/1/98,,a8464f5d-b17c-4460-a35d-4b812f5b93e3,-9758428.805,5157895.911099996,,,,
63128,210814,Building at 5409 Magnolia Ave., ,5409 Magnolia Ave.,Magnolia,Cook, , ,1908,1908,National Register Application,5/1/98,,5f2aef5a-14bb-4a2a-ac68-239de3c9cc3a,-9758429.559,5158042.036399998,,,,
63131,210817,Building at 5413 Magnolia Ave., ,5413 Magnolia Ave.,Magnolia,Cook, , ,1926,1926,National Register Application,5/1/98,,1c6816fa-0083-4867-8e35-3966acacff9c,-9758430.183,5158051.954299998,,,,
63136,210822,Building at 5422 Magnolia Ave., ,5422 Magnolia Ave,Magnolia,Cook, , ,1895,1895,National Register Application,5/1/98,,8f1aceff-cac9-410d-b13c-b41621ae7eb4,-9758431.319,5158077.155399999,,,,
63137,210823,Building at 5425 Magnolia Ave., ,5425 Magnolia Ave.,Magnolia,Cook,, ,1900,1900,National Register Application,5/1/98,,1b171af4-714a-46e2-81e8-a24ba31b251a,-9758431.211,5158082.519199996,,,,
63140,210826,Building at 5429 Magnolia Ave., ,5429 Magnolia Ave.,Magnolia,Cook, , ,1907,1907,National Register Application,5/1/98,,32e67b62-101d-4f99-a2f6-b4b1e1b7bf23,-9758431.833,5158092.437,,,,
63144,210830,Building at 5439 Magnolia Ave., ,5439 Magnolia Ave.,Magnolia,Cook, , ,1907,1907,National Register Application,5/1/98,,e4ff27a1-8626-4109-b5b5-d896b24ee9dc,-9758432.962,5158118.051,,,,
63145,210831,Building at 5440 Magnolia Ave., ,5440 Magnolia Ave.,Magnolia,Cook,"Strippleman, William", ,1901,1901,National Register Application,5/1/98,,c8599175-fdc1-475e-8fe8-589d1be234a5,-9758433.273,5158123.0103999935,,,,
63150,210836,Building at 5452 Magnolia Ave., ,5452 Magnolia Ave.,Magnolia,Cook, , ,1900,1900,National Register Application,5/1/98,,863d08f6-50eb-470b-9b00-4d05b8f78c9b,-9758434.302,5158153.573799994,,,,
63153,210856,Building at 5206 Wayne Ave., ,5206 Wayne Ave.,Wayne,Cook, , ,1909,1909,National Register Application,5/1/98,,79985e81-80f3-4e94-b126-6170eb7c1e10,-9758695.188,5157470.844199999,,,,
63154,210857,Building at 5210 Wayne Ave., ,5210 Wayne Ave.,Wayne,Cook, , ,1900,1900,National Register Application,5/1/98,,ee0bbd70-50e7-4919-b1f6-327a33a94eb6,-9758694.544,5157482.385700003,,,,
63161,210864,Building at 5223 Wayne Ave., ,5223 Wayne Ave.,Wayne,Cook, , ,1915,1915,National Register Application,5/1/98,,3fafa379-7ed5-4388-8d55-440e8c269b2e,-9758693.453,5157516.207400001,,,,
63165,210868,Building at 5230 Wayne Ave., ,5230 Wayne Ave.,Wayne,Cook, , ,1908,1908,National Register Application,5/1/98,,98ce8901-0af9-4cfd-b367-e3f4ed5a5d15,-9758692.585,5157538.889899996,,,,
63166,210869,Building at 5231 Wayne Ave., ,5231 Wayne Ave.,Wayne,Cook, , ,1903,1903,National Register Application,5/1/98,,b836a0d9-5832-4efd-87be-873345497fc2,-9758692.585,5157538.889899996,,,,
63169,210872,Building at 5238 Wayne Ave., ,5238 Wayne Ave.,Wayne,Cook, ,"Johnson, F. O.",1907,1907,National Register Application,5/1/98,,a95f8c00-b452-4e96-8c3f-93e35625e22f,-9758691.717,5157561.571,,,,
63171,210874,Building at 5240 Wayne Ave., ,5240 Wayne Ave.,Wayne,Cook, , ,1900,1900,National Register Application,5/1/98,,e980ec4d-7c3d-47f7-946d-79e2be803244,-9758691.609,5157566.934299998,,,,
63172,210875,Building at 5243 Wayne Ave., ,5243 Wayne Ave.,Wayne,Cook, , ,1910,1910,National Register Application,5/1/98,,6cf29028-68f7-4909-8670-e057539cb678,-9758691.081,5157572.701700001,,,,
63177,210880,Building at 5251 Wayne Ave., ,5251 Wayne Ave.,Wayne,Cook, , ,1909,1909,National Register Application,5/1/98,,6a6a01f3-265c-45eb-8ca6-4250e3d0cf3a,-9758690.221,5157594.971999998,,,,
63179,210882,Building at 5254 Wayne Ave., ,5254 Wayne Ave.,Wayne,Cook, , ,1910,1910,National Register Application,5/1/98,,da4f148d-125c-40f4-9866-bc9508a790e5,-9758689.989,5157606.523699997,,,,
63180,210883,Building at 5301 Wayne Ave., ,5301 Wayne Ave.,Wayne,Cook, , ,1922,1922,National Register Application,5/1/98,,0eb69059-cfa2-4904-ad84-443524c4540c,-9758685.268,5157738.913,,,,
63184,210887,Building at 5310 Wayne Ave., ,5310 Wayne Ave.,Wayne,Cook, ,Bostrom & Olsen,1908,1908,National Register Application,5/1/98,,20b84b41-1910-498c-b6ba-aff0bb9482ae,-9758686.38,5157765.350299998,,,,
63185,210888,Building at 5312 Wayne Ave., ,5312 Wayne Ave.,Wayne,Cook,Bostrom & Olsen, ,1908,1908,National Register Application,5/1/98,,7faef51a-85b9-46c2-a4d0-efe6342c2325,-9758686.683,5157770.722,,,,
63187,210890,Building at 5316 Wayne Ave., ,5316 Wayne Ave.,Wayne,Cook, , ,1899,1899,Property Tax Assessment Freeze,3/22/01,,5d97a48f-638d-4d2c-a880-f450df1d3004,-9758686.878,5157781.456100003,,,,
63190,210893,Building at 5320 Wayne Ave., ,5320 Wayne Ave.,Wayne,Cook,"Buck, Niels",,1899,1899,National Register Application,5/1/98,,61ff61ce-9b75-41c3-933c-fad01959c5ca,-9758687.485,5157792.2,,,,
63192,210895,Building at 5324 Wayne Ave., ,5324 Wayne Ave.,Wayne,Cook, , ,1899,1899,National Register Application,5/1/98,,abcca672-ad99-4cb1-b438-3b5dd53d5e61,-9758687.688,5157802.523299998,,,,
63195,210898,Building at 5329 Wayne Ave., ,5329 Wayne Ave.,Wayne,Cook, , ,1908,1908,National Register Application,5/1/98,,9a9ebf88-9932-424b-9158-ecc36d418b1f,-9758688.294,5157813.265500001,,,,
63199,210902,Building at 5336 Wayne Ave., ,5336 Wayne Ave.,Wayne,Cook, , ,1905,1905,National Register Application,5/1/98,,08669677-d5af-411f-878e-4cbdc3228da6,-9758689.104,5157834.331000001,,,,
63202,210905,Building at 5339 Wayne Ave., ,5339 Wayne Ave.,Wayne,Cook, , ,1903,1903,National Register Application,5/1/98,,4cfabaf5-1ef1-41fc-a317-9aa2f4e71f2f,-9758689.399,5157840.115300001,,,,
63204,210907,Building at 5344 Wayne Ave., ,5344 Wayne Ave.,Wayne,Cook, , ,1908,1908,National Register Application,5/1/98,,de204bc5-2340-4782-87ec-6628e14a4a33,-9758689.904,5157855.810599994,,,,
63205,210908,Building at 5347 Wayne Ave., ,5347 Wayne Ave.,Wayne,Cook, , ,1909,1909,National Register Application,5/1/98,,eb4a1f61-6168-41ce-b05a-e220549c7a4c,-9758690.207,5157861.1824999945,,,,
63206,210909,Building at 5348 Wayne Ave., ,5348 Wayne Ave.,Wayne,Cook, , ,1902,1902,National Register Application,5/1/98,,7261905d-3aa9-496b-837b-e99550b95cfa,-9758690.51,5157866.552799998,,,,
63210,210913,Building at 5355 Wayne Ave., ,5355 Wayne Ave.,Wayne,Cook, , ,1905,1905,National Register Application,5/1/98,,8729c8b8-0620-4fb3-8209-128a95978bc2,-9758691.018,5157882.248199998,,,,
63211,210914,Building at 5357 Wayne Ave., ,5357 Wayne Ave.,Wayne,Cook, , ,1907,1907,National Register Application,5/1/98,,1ca93558-a813-4716-b599-21c99073339c,-9758691.321,5157887.620199999,,,,
63212,210915,Building at 5400 Wayne Ave., ,5400 Wayne Ave.,Wayne,Cook,"Gaul, Hermann J.", ,1910,1910,National Register Application,5/1/98,,9ccea102-9f2f-470d-9eca-384464bebd22,-9758695.899,5158007.405699995,,,,
63214,210917,Building at 5406 Wayne Ave., ,5406 Wayne Ave.,Wayne,Cook, , ,1914,1914,National Register Application,5/1/98,,ec5d7981-7200-4b1f-9931-e2580f704486,-9758695.986,5158023.505199995,,,,
63216,210919,Building at 5410 Wayne Ave., ,5410 Wayne Ave.,Wayne,Cook, , ,1912,1912,National Register Application,5/1/98,,349c36cf-8e8a-443b-9afd-334c3f62af70,-9758695.77,5158034.230999996,,,,
63217,210920,Building at 5411 Wayne ave., ,5411 Wayne Ave.,Wayne,Cook, , ,1907,1907,National Register Application,5/1/98,,de632a5e-b215-4095-bac3-9017a4a7aa1a,-9758695.77,5158034.230999996,,,,
63218,210921,Building at 5412 Wayne Ave., ,5412 Wayne Ave.,Wayne,Cook, , ,1909,1909,National Register Application,5/1/98,,3b484a75-6b0e-4333-8dd3-378b2b6dfdc6,-9758695.67,5158039.182400004,,,,
