OBJECTID,REFNUM,SignificantName,OtherName,Location,StreetIndex,County,Architect,Builder,BeginYear,EndYear,SurveyType,SurveyDate,PIN,GlobalID,x,y,Reference Number,Url_img,Item ID,URL
22845,126147,Krause Music Store,,4611 N. Lincoln Av,"Lincoln, N",Cook,"Presto, William C.; Sullivan, Louis",,1922,1922,Chicago Historic Resources Survey,1983-1994,1418117003,27644f13-da3d-405c-aefd-ec2607e3656d,-9761185.793,5155781.451200002,126147,https://idnr.maps.arcgis.com/sharing/rest/content/items/6642c4097fd445118e602c94f485ed6f/data,d43f22ba76194393ae0e3ec5b9e4314a,https://idnr.maps.arcgis.com/sharing/rest/content/items/d43f22ba76194393ae0e3ec5b9e4314a/data
22846,126148,Davis Theater,Pershing Theatre,4616 N. Lincoln Av,"Lincoln, N",Cook,"Ahlschlager, Walter W.",,1917,1917,Chicago Historic Resources Survey,1983-1994,1418116010,192c20f6-1aae-4d49-bab1-6ea3f349c9bf,-9761229.234,5155800.618899999,126148,https://idnr.maps.arcgis.com/sharing/rest/content/items/06e2e78930504f7d9bc7dee0afe3b6c5/data,b242148506734d9a95a2d6d3509350c0,https://idnr.maps.arcgis.com/sharing/rest/content/items/b242148506734d9a95a2d6d3509350c0/data
22981,125856,,,2557 W. Farwell Av,"Farwell, W",Cook,Dewey & Pavlovich, ,1928,1928,Chicago Historic Resources Survey,1983-1994,1036229001,ef6fbd09-7557-4522-a4f8-3941b898e466,-9762064.059,5161852.0194000015,125856,,,
22992,125872,"Indian Boundary Park, Fieldhouse",Fieldhouse,2500 W. Lunt Av,"Lunt, W",Cook,"Hatzfeld, Clarence", ,1929,1929,Chicago Historic Resources Survey,1983-1994,1036212005,3ed4e892-aacb-4b74-adcb-5c511a2f4016,-9761928.515,5162256.848100001,125872,https://idnr.maps.arcgis.com/sharing/rest/content/items/207ebd96dfcd4cec82f4fe183b0e442d/data,,
22993,125873,,,2453 W. Morse Av,"Morse, W",Cook,"Allison, Lyman J.", ,1929,1929,Chicago Historic Resources Survey,1983-1994,1036226003,24155f50-0392-463e-9bec-fb5df81a0e89,-9761792.731,5161988.638499995,125873,,,
22994,125874,,,2454 W. Morse Av,"Morse, W",Cook,"Markel, Charles H.", ,1925,1925,Chicago Historic Resources Survey,1983-1994,1036222016,1d2a46ec-5ccb-4a62-a2fd-bb44e65a0fee,-9761797.666,5161988.737099995,125874,,,
23022,125928,,,835 W. Castlewood Terrace,"Castlewood, W",Cook,"Mahaffey, David", ,1909,1909,Chicago Historic Resources Survey,1983-1994,1408418017,17804ffc-121a-4705-9480-26eb3fb30df5,-9757298.492,5156654.154399999,125928,,,
23023,125929,,,850 W. Castlewood Terrace,"Castlewood, W",Cook,Davidson & Weiss, ,1917,1917,Chicago Historic Resources Survey,1983-1994,1408417036,f8e1808f-1465-4c3b-95c2-de684a3ed890,-9757387.347,5156651.842499998,125929,,,
23024,125930,,,930 W. Castlewood Terrace,"Castlewood, W",Cook,"Hetherington, John Todd", ,1911,1911,Chicago Historic Resources Survey,1983-1994,1408417030,a1a63ae4-9ee3-40c2-a121-b7fb88c56691,-9757669.97,5156643.988499995,125930,https://idnr.maps.arcgis.com/sharing/rest/content/items/1a78df73cc254548aa0e6a71227bc97a/data,,
23122,126238,"Lathrop, Julia C., Homes",,2826 N. Clybourn Av,"Clybourn, N",Cook,"De Golyer, Robert S.", ,1938,1938,Chicago Historic Resources Survey,1983-1994,1430123001,16909149-bcf4-4d44-a7a7-453b5b158dc4,-9760371.035,5150911.574,126238,,,
23123,126239,"Lathrop, Julia C., Homes",,2846 N. Clybourn Av,"Clybourn, N",Cook,"De Golyer, Robert S.", ,1938,1938,Chicago Historic Resources Survey,1983-1994,1430123002,b45dc533-136d-4dd3-8326-699c508a5ba3,-9760424.159,5150967.499499997,126239,,,
23124,126240,"Lathrop, Julia C., Homes",,2866 N. Clybourn Av,"Clybourn, N",Cook,"De Golyer, Robert S.", ,1938,1938,Chicago Historic Resources Survey,1983-1994,1430123001,e285e6e8-3d5d-4b80-ba63-c2f266b02467,-9760476.875,5151023.416699997,126240,,,
23132,126252,"Lathrop, Julia C., Homes",,2000 W. Diversey Pkwy,"Diversey, W",Cook,"De Golyer, Robert S.", ,1938,1938,Chicago Historic Resources Survey,1983-1994,1430123002,399e5b2b-f9f2-4efe-ada6-ea01e03e5376,-9760299.83,5150835.076200002,126252,https://idnr.maps.arcgis.com/sharing/rest/content/items/f4482df4caf14f44acfd075c93d27955/data,,
23133,126253,"Lathrop, Julia C., Homes",,2032 W. Diversey Pkwy,"Diversey, W",Cook,"De Golyer, Robert S.", ,1938,1938,Chicago Historic Resources Survey,1983-1994,1430123001,49b655d3-66c8-49bc-bd8a-19c07be481eb,-9760357.58,5150844.487499995,126253,,,
23153,125827,,,6900 N. Campbell Av,"Campbell, N",Cook,, ,,,Chicago Historic Resources Survey,1983-1994,1036221032,81c7ee75-365d-40a2-a37b-c515b55642f8,-9761911.989,5161990.607399997,125827,,,
23154,125829,,,2501 W. Coyle Av,"Coyle, W",Cook,"Steinbach, J. G.", ,,,Chicago Historic Resources Survey,1983-1994,1036221034,00459577-a5c1-44a8-ba04-84cc59ea91d9,-9761905.796,5162137.064,125829,,,
23159,125875,,,2458 W. Morse Av,"Morse, W",Cook,, ,,,Chicago Historic Resources Survey,1983-1994,1036222015,a5c04c96-cbf1-4899-a15a-9f7830bef525,-9761807.542,5161988.521700001,125875,,,
23176,125931,,,936 W. Castlewood Terrace,"Castlewood, W",Cook,"Rogers, John A.", ,,,Chicago Historic Resources Survey,1983-1994,1408417027,edf7f89f-8a40-442e-83f4-4411f6c8cd36,-9757690.536,5156643.582799998,125931,,,
23346,126673,320 W. Oakdale Avenue,,320 W. Oakdale Av,"Oakdale, W",Cook,"Braucher, Ernest N.", ,1916,1916,Chicago Historic Resources Survey,1983-1994,1429218025,332bec01-3fec-44a6-9c76-6f6518ccf74d,-9755795.367,5151356.751399998,126673,https://idnr.maps.arcgis.com/sharing/rest/content/items/121430cd12cd4a6ca3aeddacb867381a/data,fab7673f99414939960980c69c719555,https://idnr.maps.arcgis.com/sharing/rest/content/items/fab7673f99414939960980c69c719555/data
23347,126552,42nd Precinct Police Station,,3600 N. Halsted St,"Halsted, N",Cook,,,,,Structures,1971-1975,1420230008,c4bfb72c-72df-49cd-b9c1-0692a821b61d,-9757126.928,5153113.706799998,126552,https://idnr.maps.arcgis.com/sharing/rest/content/items/57f3300a9ddd4c3ca203cc8060e302f4/data,fef6f93d901249a889074dcdf9fcb705,https://idnr.maps.arcgis.com/sharing/rest/content/items/fef6f93d901249a889074dcdf9fcb705/data
23355,126271,"Lathrop, Julia C., Homes",,2800 N. Leavitt St,"Leavitt, N",Cook,"De Golyer, Robert S.", ,1938,1938,Chicago Historic Resources Survey,1983-1994,1430123001,06ab977a-186f-4d49-8639-0556cd4d0b94,-9760587.175,5150849.928400001,126271,,,
23356,126272,"Lathrop, Julia C., Homes",,2815 N. Leavitt St,"Leavitt, N",Cook,"De Golyer, Robert S.", ,1938,1938,Chicago Historic Resources Survey,1983-1994,1430123001,5211aa66-65e2-4dc8-bbc1-067bde2c8129,-9760611.934,5150906.519100002,126272,,,
24760,127832,"Power Plant, Lathrop Homes",,2567 N. Hoyne Av,"Hoyne, N",Cook,"De Golyer, Robert S.", ,1938,1938,Chicago Historic Resources Survey,1983-1994,1430302002,ecba17d0-51e7-45b0-a45e-52b081422502,-9760291.498,5138053.644199996,127832,,,
24761,127833,"Lathrop, Julia C., Homes",,2600 N. Hoyne Av,"Hoyne, N",Cook,"De Golyer, Robert S.", ,1938,1938,Chicago Historic Resources Survey,1983-1994,1430302002,097dd5a9-01cf-4c68-ac0e-8bb4dea5b36a,-9760287.994,5137920.931900004,127833,,,
24762,127834,"Lathrop, Julia C., Homes",,2601 N. Hoyne Av,"Hoyne, N",Cook,"De Golyer, Robert S.", ,1938,1938,Chicago Historic Resources Survey,1983-1994,1430302002,b138ed50-f118-41bb-9647-e99196a2f040,-9760287.938,5138046.982,127834,,,
24763,127835,"Lathrop, Julia C., Homes",,2628 N. Hoyne Av,"Hoyne, N",Cook,"De Golyer, Robert S.", ,1938,1938,Chicago Historic Resources Survey,1983-1994,1430302002,f3e7cada-620d-46c6-9f4b-45b72d3dc2b2,-9760287.992,5137818.361799997,127835,,,
24849,127930,Building at 2440 N. Lakeview Avenue,,2440 N. Lakeview Av,"Lakeview, N",Cook,Rissman & Hirschfeld, ,1926,1926,Chicago Historic Resources Survey,1983-1994,1428322015,152aa600-f7b5-4932-8867-4a4ed185b129,-9755970.915,5150043.826499998,127930,https://idnr.maps.arcgis.com/sharing/rest/content/items/f4ed8e2a621549319bf3db7ebdfa505a/data,abcbea4fb63840bba5dd954329fc052f,https://idnr.maps.arcgis.com/sharing/rest/content/items/abcbea4fb63840bba5dd954329fc052f/data
25350,128905,"Maynard, Isaac N. Rowhouses",,"119, 121, 123 W. Delaware Place","Delaware, W",Cook,Treat & Foltz, ,1880,1881,Property Tax Assessment Freeze,9/1/05,1704440007,d508e6a4-0479-4d04-9ea6-4fdf6b6230fe,-9755174.616,5145911.462399995,128905,https://idnr.maps.arcgis.com/sharing/rest/content/items/855a838bf0e546e999e1a2d8c068b966/data,875b3e02889344ec818a11943fb7dfe9,https://idnr.maps.arcgis.com/sharing/rest/content/items/875b3e02889344ec818a11943fb7dfe9/data
25351,128740,Lawson YMCA,,30 W. Chicago Av,"Chicago, W",Cook,"Perkins, Chatten & Hammond",,1930,1930,Structures,1971-1975,1704450029,27eaf983-8f05-4ff1-9866-1618c5ae5dda,-9754857.836,5145539.465800001,128740,https://idnr.maps.arcgis.com/sharing/rest/content/items/6de0cef7b71b4d4ea49a457179e623b1/data,52a7e40e0e414e0c93ff29d25f037680,https://idnr.maps.arcgis.com/sharing/rest/content/items/52a7e40e0e414e0c93ff29d25f037680/data
25352,128924,"Twain, Mark, Hotel",,101 W. Division St,"Division, W",Cook,"Glube, Harry",,1929,1929,National Register Application,16-Jan,1704405006,f8837819-3416-4aff-b5f7-11d4395d699f,-9755134.526,5146568.890299996,128924,https://idnr.maps.arcgis.com/sharing/rest/content/items/4676ffdd8c6147be98374abb4376a6d8/data,0bc23f594eab4531adcad729a2764c3e,https://idnr.maps.arcgis.com/sharing/rest/content/items/0bc23f594eab4531adcad729a2764c3e/data
25851,129431,Edison Park,,6755 N. Northwest Hwy,"Northwest, N",Cook,Solon  S. Beman, ,1907,1907,National Register Application,7-Apr,936110044,dcecfb27-0b98-461a-adab-30d3b9b37842,-9775798.088,5161584.649700003,129431,https://idnr.maps.arcgis.com/sharing/rest/content/items/f99b704494564a038598e07c8b054095/data,e659e6ac58794a1fb785e867d7a2facb,https://idnr.maps.arcgis.com/sharing/rest/content/items/e659e6ac58794a1fb785e867d7a2facb/data
25853,129162,Palmolive Building,,919 N. Michigan Av,"Michigan, N",Cook,Holabird & Root, ,1929,1929,Tax Credit,,1703213001,32fdf819-5ed9-4d0a-9b53-e4cfb6828cd2,-9754291.74,5145982.667999995,129162,https://idnr.maps.arcgis.com/sharing/rest/content/items/c0feaab4f180437e840263af09cf3877/data,cca13bb0f184403a87437d08d9d3a43d,https://idnr.maps.arcgis.com/sharing/rest/content/items/cca13bb0f184403a87437d08d9d3a43d/data
25854,129515,Passionist Fathers Monastery,,5700 N. Harlem Ave,"Harlem, N",Cook,"Molitor, Joseph", ,,,National Register Application,3/6/13,1201407004,be7a20a0-2c85-4c46-ad8d-468c34ae185e,-9774734.34,5158731.087599997,129515,https://idnr.maps.arcgis.com/sharing/rest/content/items/aa0c021a1af74f5ea87244eb885556e9/data,1d9e8bbe13a04d36b735423efc762420,https://idnr.maps.arcgis.com/sharing/rest/content/items/1d9e8bbe13a04d36b735423efc762420/data
25992,129142,"Orr, Arthur, House",,6 W. Maple St,"Maple, W",Cook,, ,1882,1882,Chicago Historic Resources Survey,1983-1994,1704414020,7e13e587-63fd-4a42-a523-49daf277d977,-9754774.785,5146301.451899996,129142,https://idnr.maps.arcgis.com/sharing/rest/content/items/8919ed8ec0c240c7a940561f737a2907/data,,
26131,129461,,,6806 W. Ardmore Av,"Ardmore, W",Cook,, ,1900,1900,National Register Application,8/5/02,1306309035,d5a12d6f-f297-4afa-b76b-974c84e3f892,-9773605.622,5158937.322300001,129461,,,
26132,129462,,,6824 W. Ardmore Av,"Ardmore, W",Cook,, ,1870,1870,National Register Application,8/5/02,1306309017,1495f3a8-9e00-4b6d-8c79-6b4d1269ec0a,-9773699.15,5158949.813,129462,,,
26134,129465,"Collins, Rev. Lorin, House",,6094 N. Avondale Av,"Avondale, N",Cook,, ,1940,1940,National Register Application,8/5/02,1306117014,d0ac6d04-07e5-43ae-ad9d-0c200d85a599,-9773950,5159832.928699999,129465,https://idnr.maps.arcgis.com/sharing/rest/content/items/80ff5651e34944479c615879a6225cd9/data,,
26138,129469,,,6136 N. Avondale Av,"Avondale, N",Cook,, ,1880,1880,National Register Application,8/5/02,1306116023,11c9c456-7a09-4aeb-882b-987cd85de0fe,-9774060.284,5159917.971100002,129469,https://idnr.maps.arcgis.com/sharing/rest/content/items/4f81f8dccdc14ad4b8f6d7916c24b030/data,,
26139,129470,,,6146 N. Avondale Av,"Avondale, N",Cook,, ,1880,1880,National Register Application,8/5/02,1306116010,1be9ea43-d1f3-4fee-95e8-4eb7487d15c4,-9774084.194,5159936.995300004,129470,https://idnr.maps.arcgis.com/sharing/rest/content/items/a8eb11bc62b046fb99bd5befa6f3a9c0/data,,
26140,129471,,,6208 N. Avondale Av,"Avondale, N",Cook,, ,1870,1870,National Register Application,8/5/02,1306107014,a35c02de-e967-4393-989f-7cc0c21844cf,-9774248.369,5160065.567399999,129471,https://idnr.maps.arcgis.com/sharing/rest/content/items/35c2d2f38f594f0da2053928021a09be/data,,
26143,129493,,,5825 N. East Circle Av,"East Circle, N",Cook,, ,1921,1921,National Register Application,8/5/02,1306309004,b92cda60-6df4-43a8-aeba-9f6a27c8f8c5,-9779057.258,5159100.271700001,129493,,,
26144,129494,,,5826 N. East Circle Av,"East Circle, N",Cook,, ,1880,1880,National Register Application,8/5/02,1306305037,141b67bd-021b-433c-8525-0f2aea799285,-9779057.236,5159101.508899998,129494,https://idnr.maps.arcgis.com/sharing/rest/content/items/3aa4b4675af94e5b89119bc65d192ea0/data,,
26146,129496,,,5835 N. East Circle Av,"East Circle, N",Cook,, ,1890,1890,National Register Application,8/5/02,1306309031,79f2f4a5-59d0-4ea6-9e1b-6e2afb3429e7,-9779057.124,5159107.698199999,129496,https://idnr.maps.arcgis.com/sharing/rest/content/items/6e580dd2231c47e097b02e468799a5f5/data,,
26147,129497,,,5840 N. East Circle Av,"East Circle, N",Cook,, ,1890,1890,National Register Application,8/5/02,1306305034,405e3a13-ba44-41d6-b2eb-28850eafac0c,-9779057.46,5159111.832999996,129497,https://idnr.maps.arcgis.com/sharing/rest/content/items/10c5a91ea0594cbf88fe4e7982543b43/data,,
26148,129498,,,5850 N. East Circle Av,"East Circle, N",Cook,"Newman, Edgar M.", ,1914,1914,National Register Application,8/5/02,1306305032,4b7c949b-b020-4745-8553-b06dce919120,-9779057.325,5159119.259499999,129498,https://idnr.maps.arcgis.com/sharing/rest/content/items/213c7cfa4aea434780062f858ee75f9c/data,,
26149,129499,Willard House,,5854 N. East Circle Av,"East Circle, N",Cook,, ,1870,1870,National Register Application,8/5/02,1306305031,cabe7655-708f-4cef-82fe-4391c165b5dd,-9779057.273,5159122.148000001,129499,https://idnr.maps.arcgis.com/sharing/rest/content/items/06d6069c535343b0a097a1593a9b6bd4/data,,
26150,129516,,,6800 W. Hobart Av,"Hobart, W",Cook,"Pearson, Gustav E.", ,1924,1924,National Register Application,8/5/02,1306315022,59a378e6-4f76-498e-814b-f340dfaa1ef0,-9773596.961,5158497.985099998,129516,,,
26151,129517,,,6803 W. Hobart Av,"Hobart, W",Cook,"Pearson, George F.", ,1919,1919,National Register Application,8/5/02,1306320019,cf80580a-308b-4e79-ba92-73b8d86ecc40,-9773604.33,5158499.775399998,129517,,,
26152,129518,,,6804 W. Hobart Av,"Hobart, W",Cook,"Pearson, Gustav E.", ,1924,1924,National Register Application,8/5/02,1306315021,86b10cdc-fda1-4610-87d9-7b7b34f7dc46,-9773612.101,5158501.986,129518,,,
26154,129520,,,6819 W. Hobart Av,"Hobart, W",Cook,, ,1910,1910,National Register Application,8/5/02,1306320016,4a0bb427-d51c-41fb-8f55-6eeca852ac89,-9773664.503,5158514.526299997,129520,,,
26155,129521,,,6822 W. Hobart Av,"Hobart, W",Cook,"Bruns, Benedict J.", ,1928,1928,National Register Application,8/5/02,1306315017,b456d9f3-02ec-416f-89e4-5ff0c7ef02a3,-9773678.829,5158518.099099998,129521,,,
26156,129522,,,6826 W. Hobart Av,"Hobart, W",Cook,"Bruns, Benedict J.", ,1928,1928,National Register Application,8/5/02,1306315016,b0b5e449-1602-468d-bb87-5b4c9759fcc2,-9773693.978,5158521.685599996,129522,,,
26157,129523,,,6829 W. Hobart Av,"Hobart, W",Cook,, ,1880,1880,National Register Application,8/5/02,1306320014,5d66a44b-0b3d-41b1-88b2-100f2e5f4577,-9773701.757,5158523.481799996,129523,,,
26159,129525,,,6836 W. Hobart Av,"Hobart, W",Cook,"Knudson, Johan F.", ,1923,1923,National Register Application,8/5/02,1306315014,f12feb5d-f81f-43e3-895e-ce8f47ca9d30,-9773731.231,5158530.641000002,129525,,,
26161,129527,,,6852 W. Hobart Av,"Hobart, W",Cook,"Braucher, Ernest N.", ,1927,1927,National Register Application,8/5/02,1306315011,b3efe836-54b5-4332-b422-2325e758b34a,-9773791.413,5158544.978799997,129527,,,
26162,129528,,,6865 W. Hobart Av,"Hobart, W",Cook,, ,1870,1870,Property Tax Assessment Freeze,4/16/03,1306320025,f5a4ec50-fa8f-4ebb-8bb5-15152dc1b26c,-9773836.035,5158555.7223000005,129528,https://idnr.maps.arcgis.com/sharing/rest/content/items/58eddb4aefba4ce5a7ac49c87efc5035/data,,
26352,129952,Bohemian National Cemetery,,roughly bounded by Foster Ave; Pulask Rd; Byn Mawr; approx. line of Central Park Ave,Foster,Cook,, ,1877,1933,National Register Application,5-Oct,1311102001,5f6c8b4c-b4b3-41ca-bdbf-c7226bf7acf4,-9765443.873,5157949.764700002,129952,https://idnr.maps.arcgis.com/sharing/rest/content/items/342b63972fba46768c9d76e032496f9b/data,e4ec2a4a60c84f2bb4f7b981791da3d0,https://idnr.maps.arcgis.com/sharing/rest/content/items/e4ec2a4a60c84f2bb4f7b981791da3d0/data
26401,130025,"Municipal Tuberculosis Sanitarium, Lewis Memorial Chapel",Lewis Memorial Chapel,5600 N. Pulaski Rd,"Pulaski, N",Cook,"Liebert, H. T.", ,1936,1936,Chicago Historic Resources Survey,1983-1994,1302300002,1a70ccc1-4c18-46e9-85dd-44e68689deff,-9765864.696,5158397.083999994,130025,https://idnr.maps.arcgis.com/sharing/rest/content/items/8d7ab43268544615a5410326e505dd86/data,,
26403,129529,,,6883 W. Hobart Av,"Hobart, W",Cook,"Kaance, Leo", ,1912,1912,National Register Application,8/5/02,1306320002,2568845b-ebef-499e-9b6f-33b8797b8e8c,-9773903.579,5158572.2638000045,129529,,,
26404,129530,,,6905 W. Hobart Av,"Hobart, W",Cook,"Pearson, Gustav E.", ,1924,1924,National Register Application,8/5/02,1306313014,6f20477f-35cc-43db-ab3b-c41736991850,-9773983.704,5158597.707000005,129530,,,
26405,129531,,,6915 W. Hobart Av,"Hobart, W",Cook,, ,1910,1910,National Register Application,8/5/02,1306313012,aad133b8-e89a-48fe-9310-df7833895fbe,-9774011.335,5158615.561300003,129531,https://idnr.maps.arcgis.com/sharing/rest/content/items/0f32c57ea4a34abfa8918994e131f5b8/data,,
26406,129532,,,6921 W. Hobart Av,"Hobart, W",Cook,White & Christie, ,1914,1914,National Register Application,8/5/02,1306313011,993893db-8ea2-49ba-9877-ec5b4765d237,-9774028.408,5158626.199500001,129532,,,
26407,129533,,,6925 W. Hobart Av,"Hobart, W",Cook,Dewey & Pavlovich, ,1932,1932,National Register Application,8/5/02,1306313010,0f537997-46bc-4933-b64f-050076d2c66f,-9774038.965,5158633.415399997,129533,,,
26408,129534,,,6932 W. Hobart Av,"Hobart, W",Cook,, ,1912,1912,National Register Application,8/5/02,1306314010,ac5ea532-66cc-4b49-b636-19b825364329,-9774139.342,5158697.623599994,129534,,,
26409,129535,,,6936 W. Hobart Av,"Hobart, W",Cook,"Braucher, Ernest N.", ,1926,1926,National Register Application,8/5/02,1306314009,7d79a3e3-b56f-429b-911c-744163ea3b51,-9774160.472,5158711.227100001,129535,,,
26411,129537,,,6953 W. Hobart Av,"Hobart, W",Cook,, ,1913,1913,National Register Application,8/5/02,1306313004,ccfcc450-78a0-4dc9-adbc-a0870c5700cd,-9774116.582,5158683.163,129537,,,
26413,129539,,,6721 W. Hurlbut St,"Hurlbut, W",Cook,"Braucher, Ernest N.", ,1925,1925,National Register Application,8/5/02,1306415013,ef582522-b143-435d-92bc-dbee325d80d3,-9773378.886,5158725.024099997,129539,,,
26414,129540,,,6727 W. Hurlbut St,"Hurlbut, W",Cook,"Erickson, Allen E.", ,1928,1928,National Register Application,8/5/02,1306415012,04467985-7458-4853-979b-299e2f464e01,-9773394.08,5158726.135199999,129540,,,
26415,129541,,,6732 W. Hurlbut St,"Hurlbut, W",Cook,Dewey & Pavlovich, ,1929,1929,National Register Application,8/5/02,1306405010,6ca63544-4ce2-4170-b686-628b2cb958a1,-9773409.282,5158726.833899995,129541,,,
26416,129542,Danish Old People's Home,,6809 W. Hurlbut St,"Hurlbut, W",Cook,Winslow Associates, ,1926,1926,National Register Application,8/5/02,1306315009,eb97e641-9dd0-491c-992c-ab5d92c9c15a,-9773604.819,5158737.943000002,129542,https://idnr.maps.arcgis.com/sharing/rest/content/items/b9cc91201bb749ab8a9e84fbd39fc448/data,,
26417,129543,"Hitch, Rufus M., Public School",,5625 N. McVicker Av,"McVicker, N",Cook,, ,1920,1920,National Register Application,8/5/02,1305333001,9a61b247-801e-4988-8333-90e50b7a6b6f,-9770882.552,5129605.186899996,129543,,,
26418,129544,,,5926 N. Melvina Av,"Melvina, N",Cook,"Johnson, Harry M.", ,1929,1929,National Register Application,8/5/02,1305303029,675b0a55-6a4f-46e6-a6c3-afc34576a672,-9771920.445,5159305.059399997,129544,,,
26419,129545,,,6010 N. Melvina Av,"Melvina, N",Cook,, ,1921,1921,National Register Application,8/5/02,1917312034,67e2960b-2d7d-4158-b7b6-049d6b5ac870,-9771913.65,5159534.852099997,129545,,,
26420,129546,,,6224 N. Moody Av,"Moody, N",Cook,, ,1920,1920,National Register Application,8/5/02,1305109023,26c79693-99f5-44ab-bb23-9ec77c5d255c,-9771778.769,5160145.3062999975,129546,https://idnr.maps.arcgis.com/sharing/rest/content/items/e422f1f18fcf4200ab9966e1706f5a7e/data,,
26421,129547,,,7327 W. Myrtle Av,"Myrtle, W",Cook,, ,1894,1894,National Register Application,8/5/02,1201215026,4a658fa0-fa36-4cae-b5a5-7fecfd1c156e,-9775066.628,5160009.04,129547,,,
26422,129548,,,6172 N. Nassau Av,"Nassau, N",Cook,, ,1920,1920,National Register Application,8/5/02,1306219021,006ea077-9895-4705-9009-e512fe2e88de,-9773062.182,5159958.643,129548,,,
26423,129549,,,5700 N. Natoma Av,"Natoma, N",Cook,, ,1925,1925,National Register Application,8/5/02,1306406015,3523da83-911c-494a-ba6d-a5531efb76b5,-9773123.915,5158725.586999995,129549,,,
26424,129550,,,6024 N. Navarre Av,"Navarre, N",Cook,"Rowe, Dillard & Rowe", ,1929,1929,National Register Application,8/5/02,1306221019,49e81420-0794-4e86-b047-66510e106580,-9773100.607,5159553.585699997,129550,,,
26425,129551,,,5914 N. Neva Av,"Neva, N",Cook,"Nordlie, Edward H.", ,1930,1930,National Register Application,8/5/02,1306300020,cdda3fed-14ec-4de6-8aca-a81b52930a66,-9774481.627,5159243.108199996,129551,,,
26426,129552,,,5926 N. Neva Av,"Neva, N",Cook,, ,1925,1925,National Register Application,8/5/02,1306300018,f5354ea3-a7ed-46a9-8948-cf43b2a1c298,-9774481.449,5159274.889099999,129552,,,
26427,129553,,,5946 N. Neva Av,"Neva, N",Cook,, ,1914,1914,National Register Application,8/5/02,1306300013,152d6027-b8ba-48c3-b852-36fa0001b274,-9774481.274,5159328.548399998,129553,,,
26428,129554,,,5960 N. Neva Av,"Neva, N",Cook,, ,1897,1897,National Register Application,8/5/02,1306300010,2901d838-4e33-4faf-991b-9c9b4bc2d6a6,-9774481.398,5159366.112599999,129554,,,
26429,129555,,,6202 N. Neva Av,"Neva, N",Cook,, ,1894,1894,National Register Application,8/5/02,1306106028,10fdf7cf-3119-4fe8-b786-068135b5e3dd,-9774480.931,5159989.013199997,129555,https://idnr.maps.arcgis.com/sharing/rest/content/items/47b5193a217e42e09ca736273d1e8a1f/data,,
26431,129557,,,5232 N. New England Av,"New England, N",Cook,, ,1930,1930,National Register Application,8/2/02,1307133007,24d2b4c6-0105-41ce-b2cf-3aa0a0b6734c,-9773714.071,5157378.398500002,129557,,,
26432,129558,,,5650 N. New Hampshire,"New Hampshire, N",Cook,, ,1890,1890,National Register Application,8/2/02,1306314020,3904fea9-946b-4d33-9633-f6829eca89e8,-9773969.927,5158586.716300001,129558,,,
26433,129559,,,5661 N. New Hampshire,"New Hampshire, N",Cook,"Bruns, Benedict J.", ,1925,1925,National Register Application,8/2/02,1306315008,79da71df-c471-42d4-9d57-0117008676a4,-9773954.774,5158605.419399997,129559,,,
26435,129561,,,5673 N. New Hampshire,"New Hampshire, N",Cook,, ,1908,1908,National Register Application,8/2/02,1306315006,b27452b3-3064-4947-8757-f2d29d06077b,-9773917.731,5158651.363700002,129561,,,
26436,129562,,,5678 N. New Hampshire,"New Hampshire, N",Cook,, ,1870,1870,National Register Application,8/2/02,1306314017,087eaac9-262b-4143-8e51-33b417e28e09,-9773893.739,5158681.045700001,129562,https://idnr.maps.arcgis.com/sharing/rest/content/items/acc7013ac3d2430192caa5937a3d71bb/data,,
26437,129563,,,5681 N. New Hampshire,"New Hampshire, N",Cook,, ,1922,1922,National Register Application,8/2/02,1306315004,bf9a598e-5f39-4871-8fb9-fd4454fad296,-9773892.901,5158681.854999996,129563,,,
26439,129565,,,5685 N. New Hampshire,"New Hampshire, N",Cook,, ,1922,1922,National Register Application,8/2/02,1306315003,af0645e0-e758-426c-bfbe-1688b66f1281,-9773880.276,5158697.302,129565,,,
26440,129566,,,5688 N. New Hampshire,"New Hampshire, N",Cook,, ,1894,1894,National Register Application,8/2/02,1306314015,6e7d736f-39df-4dd6-ad64-ef90013d60b6,-9773865.534,5158716.012999996,129566,https://idnr.maps.arcgis.com/sharing/rest/content/items/47ca7e6e887d49ae9e8ca1b1b9f152aa/data,,
26441,129567,,,5691 N. New Hampshire,"New Hampshire, N",Cook,, ,1922,1922,National Register Application,8/2/02,1306315001,a3abd8ee-6d4d-4183-8fb8-9372cddb68fc,-9773861.758,5158720.068899997,129567,,,
26442,129568,,,5692 N. New Hampshire,"New Hampshire, N",Cook,, ,1920,1920,National Register Application,8/2/02,1306314014,a6f2119d-03b9-42cf-b739-d28b2cb94dee,-9773854.174,5158729.833800001,129568,,,
26444,129570,,,5698 N. New Hampshire,"New Hampshire, N",Cook,, ,1923,1923,National Register Application,8/2/02,1306314013,d390f52e-ad1b-4409-bd55-2a5c8d174b94,-9773837.338,5158750.568000002,129570,,,
26445,129571,,,5700 N. New Hampshire,"New Hampshire, N",Cook,"Pearson, George F.", ,1921,1921,National Register Application,8/2/02,1306312047,df5c306a-da27-4350-9208-936d961ad25b,-9773833.12,5158756.267399996,129571,,,
